t_sec,cte_m,hdg_err_rad,hdg_term_rad,cte_term_rad,fb_sum_rad,steer_raw_rad,steer_cmd_rad,speed_mps,path_idx,kappa_1pm,ff_rad,before_sat_rad,lat_active_m,path_x,path_y,csv_lat_m,veh_x,veh_y,veh_yaw_rad,accel_x_mps2,accel_u,accel_add_rad
0.202,-0.099527,0.011198,0.008721,-0.393112,-0.384391,-0.427821,-0.429998,0.0,6.0,-0.101272,-0.04343,-0.427821,0.345747,5.38293,-6.259561,0.108855,5.173916,-5.984144,-0.629649,-0.0,0.0,0.0
0.203,-0.099527,0.011198,0.008721,-0.393112,-0.384391,-0.427821,-0.429018,0.0,6.0,-0.101272,-0.04343,-0.427821,0.345747,5.38293,-6.259561,0.108855,5.173916,-5.984144,-0.629649,-0.0,0.0,0.0
0.203,-0.099527,0.011198,0.008721,-0.393112,-0.384391,-0.427821,-0.428479,0.0,6.0,-0.101272,-0.04343,-0.427821,0.345747,5.38293,-6.259561,0.108855,5.173916,-5.984144,-0.629649,-0.0,0.0,0.0
0.203,-0.099527,0.011198,0.008721,-0.393112,-0.384391,-0.427821,-0.428183,0.0,6.0,-0.101272,-0.04343,-0.427821,0.345747,5.38293,-6.259561,0.108855,5.173916,-5.984144,-0.629649,-0.0,0.0,0.0
0.204,-0.099527,0.011198,0.008721,-0.393112,-0.384391,-0.427821,-0.42802,0.0,6.0,-0.101272,-0.04343,-0.427821,0.345747,5.38293,-6.259561,0.108855,5.173916,-5.984144,-0.629649,-0.0,0.0,0.0
0.225,-0.101395,0.011322,0.008771,-0.39945,-0.390679,-0.434109,-0.43076,9.5e-05,6.0,-0.101272,-0.04343,-0.434109,0.346322,5.378615,-6.25649,0.110943,5.170708,-5.979518,-0.629773,0.001844,0.0,0.0
0.257,-0.101395,0.011322,0.008771,-0.399358,-0.390587,-0.434017,-0.432226,0.000126,6.0,-0.101272,-0.04343,-0.434017,0.346322,5.378615,-6.25649,0.110943,5.170708,-5.979518,-0.629773,0.001291,0.0,0.0
0.288,-0.106174,0.013059,0.009978,-0.416291,-0.406313,-0.449742,-0.440108,7.1e-05,7.0,-0.101272,-0.04343,-0.449742,0.347977,5.362925,-6.245326,0.117029,5.158127,-5.963997,-0.63151,-0.001084,0.0,0.0
0.316,-0.106271,0.012276,0.009377,-0.416681,-0.407304,-0.450734,-0.44489,5.3e-05,6.0,-0.101272,-0.04343,-0.450734,0.347929,5.38215,-6.259006,0.115982,5.177256,-5.977807,-0.630728,-0.000758,0.0,0.0
0.346,-0.106271,0.012276,0.009377,-0.416753,-0.407376,-0.450806,-0.447552,3e-05,6.0,-0.101272,-0.04343,-0.450806,0.347929,5.38215,-6.259006,0.115982,5.177256,-5.977807,-0.630728,-0.000372,0.0,0.0
0.375,-0.102553,0.009805,0.00757,-0.403754,-0.396184,-0.439614,-0.44398,2.2e-05,6.0,-0.101272,-0.04343,-0.439614,0.346527,5.393611,-6.267161,0.110973,5.186081,-5.989651,-0.628256,-0.00026,0.0,0.0
0.406,-0.102553,0.009805,0.00757,-0.403784,-0.396214,-0.439643,-0.442028,1.3e-05,6.0,-0.101272,-0.04343,-0.439643,0.346527,5.393611,-6.267161,0.110973,5.186081,-5.989651,-0.628256,-0.000127,0.0,0.0
0.442,-0.11174,0.015552,0.011691,-0.435708,-0.424018,-0.467448,-0.453467,9e-06,7.0,-0.101272,-0.04343,-0.467448,0.350047,5.367958,-6.248907,0.123165,5.166873,-5.962379,-0.634004,-8.9e-05,0.0,0.0
0.464,-0.106847,0.010822,0.008253,-0.418836,-0.410583,-0.454013,-0.453713,5e-06,6.0,-0.101272,-0.04343,-0.454013,0.347965,5.377919,-6.255995,0.116256,5.173076,-5.974714,-0.629273,-4.4e-05,0.0,0.0
0.495,-0.106847,0.010822,0.008253,-0.41884,-0.410587,-0.454017,-0.45385,4e-06,6.0,-0.101272,-0.04343,-0.454017,0.347965,5.377919,-6.255995,0.116256,5.173076,-5.974714,-0.629273,-3.1e-05,0.0,0.0
0.526,-0.109659,0.017111,0.012941,-0.428581,-0.41564,-0.459069,-0.456198,2e-06,7.0,-0.101272,-0.04343,-0.459069,0.349519,5.369575,-6.250058,0.12152,5.167589,-5.964812,-0.635562,-1.5e-05,0.0,0.0
0.557,-0.109659,0.017111,0.012941,-0.428583,-0.415641,-0.459071,-0.457491,2e-06,7.0,-0.101272,-0.04343,-0.459071,0.349519,5.369575,-6.250058,0.12152,5.167589,-5.964812,-0.635562,-1e-05,0.0,0.0
0.591,-0.10742,0.012996,0.009894,-0.420838,-0.410944,-0.453901,-0.455875,1e-06,7.0,-0.100169,-0.042957,-0.453901,0.348368,5.396575,-6.269293,0.11853,5.194037,-5.985852,-0.636928,-5e-06,0.0,0.0
0.615,-0.10742,0.012996,0.009894,-0.420839,-0.410945,-0.453901,-0.454987,1e-06,7.0,-0.100169,-0.042957,-0.453901,0.348368,5.396575,-6.269293,0.11853,5.194037,-5.985852,-0.636928,-4e-06,0.0,0.0
0.646,-0.10304,0.007954,0.006133,-0.405536,-0.399403,-0.442359,-0.449305,0.0,7.0,-0.100169,-0.042957,-0.442359,0.346494,5.39572,-6.268678,0.112534,5.189638,-5.990131,-0.631886,-2e-06,0.0,0.0
0.689,-0.10304,0.007954,0.006133,-0.405536,-0.399403,-0.44236,-0.446179,0.0,7.0,-0.100169,-0.042957,-0.44236,0.346494,5.39572,-6.268678,0.112534,5.189638,-5.990131,-0.631886,-1e-06,0.0,0.0
0.705,-0.106781,0.015067,0.011492,-0.418623,-0.407131,-0.450561,-0.448151,0.0,6.0,-0.101272,-0.04343,-0.450561,0.348373,5.3808,-6.258045,0.117469,5.176746,-5.975688,-0.633518,-1e-06,0.0,0.0
0.735,-0.106781,0.015067,0.011492,-0.418623,-0.407131,-0.450561,-0.449236,0.0,6.0,-0.101272,-0.04343,-0.450561,0.348373,5.3808,-6.258045,0.117469,5.176746,-5.975688,-0.633518,-0.0,0.0,0.0
0.765,-0.106781,0.015067,0.011492,-0.418623,-0.407132,-0.450561,-0.449832,0.0,6.0,-0.101272,-0.04343,-0.450561,0.348373,5.3808,-6.258045,0.117469,5.176746,-5.975688,-0.633518,-0.0,0.0,0.0
0.796,-0.110249,0.015729,0.011876,-0.430621,-0.418745,-0.462175,-0.455386,0.0,6.0,-0.101272,-0.04343,-0.462175,0.34957,5.392559,-6.266412,0.120662,5.190644,-5.981053,-0.634181,-0.0,0.0,0.0
0.825,-0.110249,0.015729,0.011876,-0.430621,-0.418745,-0.462175,-0.458441,0.0,6.0,-0.101272,-0.04343,-0.462175,0.34957,5.392559,-6.266412,0.120662,5.190644,-5.981053,-0.634181,-0.0,0.0,0.0
0.854,-0.099981,0.008984,0.006988,-0.394724,-0.387736,-0.430692,-0.445954,0.0,7.0,-0.100169,-0.042957,-0.430692,0.345672,5.399768,-6.271592,0.109619,5.192099,-5.995254,-0.632916,-0.0,0.0,0.0
0.887,-0.099981,0.008984,0.006988,-0.394724,-0.387736,-0.430692,-0.439086,0.0,7.0,-0.100169,-0.042957,-0.430692,0.345672,5.399768,-6.271592,0.109619,5.192099,-5.995254,-0.632916,-0.0,0.0,0.0
0.915,-0.104594,0.013514,0.010373,-0.410822,-0.400449,-0.443879,-0.441243,5.5e-05,7.0,-0.101272,-0.04343,-0.443879,0.347524,5.373743,-6.253023,0.115069,5.168117,-5.972861,-0.631966,0.003047,0.0,0.0
0.946,-0.104594,0.013514,0.010373,-0.410604,-0.400231,-0.44366,-0.442331,0.000126,7.0,-0.101272,-0.04343,-0.44366,0.347524,5.373743,-6.253023,0.115069,5.168117,-5.972861,-0.631966,0.001493,0.0,0.0
0.977,-0.101891,0.015175,0.011739,-0.40104,-0.389301,-0.43273,-0.438011,0.000149,6.0,-0.101272,-0.04343,-0.43273,0.346846,5.385173,-6.261157,0.112434,5.178305,-5.982755,-0.633626,0.001045,0.0,0.0
1.004,-0.103013,0.011598,0.008943,-0.405187,-0.396244,-0.439201,-0.438546,8.4e-05,7.0,-0.100169,-0.042957,-0.439201,0.346843,5.406149,-6.276185,0.1132,5.200763,-5.996692,-0.63553,-0.001107,0.0,0.0
1.039,-0.103013,0.011598,0.008943,-0.40525,-0.396307,-0.439264,-0.438869,6.3e-05,7.0,-0.100169,-0.042957,-0.439264,0.346843,5.406149,-6.276185,0.1132,5.200763,-5.996692,-0.63553,-0.000775,0.0,0.0
1.066,-0.105556,0.016307,0.012482,-0.414246,-0.401764,-0.445194,-0.441715,3.5e-05,7.0,-0.101272,-0.04343,-0.445194,0.348107,5.372976,-6.252478,0.116989,5.168454,-5.970789,-0.634758,-0.00038,0.0,0.0
1.096,-0.109257,0.018439,0.013962,-0.427119,-0.413156,-0.456586,-0.448407,2.7e-05,6.0,-0.101272,-0.04343,-0.456586,0.349524,5.380835,-6.25807,0.121053,5.178876,-5.972799,-0.63689,-0.000266,0.0,0.0
1.125,-0.109257,0.018439,0.013962,-0.427155,-0.413193,-0.456623,-0.452104,1.5e-05,6.0,-0.101272,-0.04343,-0.456623,0.349524,5.380835,-6.25807,0.121053,5.178876,-5.972799,-0.63689,-0.00013,0.0,0.0
1.159,-0.103394,0.010695,0.008237,-0.406747,-0.398509,-0.441466,-0.447317,1.1e-05,7.0,-0.100169,-0.042957,-0.441466,0.346872,5.402931,-6.273869,0.11344,5.19759,-5.994306,-0.634627,-9.1e-05,0.0,0.0
1.186,-0.103394,0.010695,0.008237,-0.406762,-0.398524,-0.441481,-0.444691,6e-06,7.0,-0.100169,-0.042957,-0.441481,0.346872,5.402931,-6.273869,0.11344,5.19759,-5.994306,-0.634627,-4.5e-05,0.0,0.0
1.218,-0.100649,0.007784,0.006043,-0.39708,-0.391037,-0.433994,-0.439877,5e-06,7.0,-0.100169,-0.042957,-0.433994,0.345756,5.403658,-6.274392,0.109702,5.196145,-5.997831,-0.631716,-3.1e-05,0.0,0.0
1.245,-0.098397,0.008425,0.006583,-0.389079,-0.382496,-0.425453,-0.433386,3e-06,7.0,-0.100169,-0.042957,-0.425453,0.345151,5.400031,-6.271781,0.10784,5.191327,-5.996877,-0.632357,-1.5e-05,0.0,0.0
1.274,-0.098397,0.008425,0.006583,-0.389081,-0.382498,-0.425455,-0.429817,2e-06,7.0,-0.100169,-0.042957,-0.425455,0.345151,5.400031,-6.271781,0.10784,5.191327,-5.996877,-0.632357,-1.1e-05,0.0,0.0
1.31,-0.101459,0.013631,0.010557,-0.399955,-0.389398,-0.432828,-0.431172,1e-06,6.0,-0.101272,-0.04343,-0.432828,0.346564,5.379019,-6.256778,0.11175,5.171598,-5.979139,-0.632082,-5e-06,0.0,0.0
1.337,-0.101459,0.013631,0.010557,-0.399956,-0.389399,-0.432828,-0.431917,1e-06,6.0,-0.101272,-0.04343,-0.432828,0.346564,5.379019,-6.256778,0.11175,5.171598,-5.979139,-0.632082,-4e-06,0.0,0.0
1.364,-0.101523,0.014037,0.01087,-0.400186,-0.389316,-0.432746,-0.43229,0.0,6.0,-0.101272,-0.04343,-0.432746,0.346623,5.378688,-6.256542,0.111962,5.171384,-5.978742,-0.632488,-2e-06,0.0,0.0
1.397,-0.101523,0.014037,0.01087,-0.400186,-0.389316,-0.432746,-0.432495,0.0,6.0,-0.101272,-0.04343,-0.432746,0.346623,5.378688,-6.256542,0.111962,5.171384,-5.978742,-0.632488,-1e-06,0.0,0.0
1.424,-0.101523,0.014037,0.01087,-0.400187,-0.389317,-0.432746,-0.432608,0.0,6.0,-0.101272,-0.04343,-0.432746,0.346623,5.378688,-6.256542,0.111962,5.171384,-5.978742,-0.632488,-1e-06,0.0,0.0
1.455,-0.101523,0.014037,0.01087,-0.400187,-0.389317,-0.432747,-0.432671,0.0,6.0,-0.101272,-0.04343,-0.432747,0.346623,5.378688,-6.256542,0.111962,5.171384,-5.978742,-0.632488,-0.0,0.0,0.0
1.485,-0.107256,0.018071,0.013764,-0.419682,-0.405918,-0.449348,-0.440175,0.000191,6.0,-0.101272,-0.04343,-0.449348,0.348831,5.384205,-6.260468,0.118791,5.181014,-5.976925,-0.636522,0.003659,0.0,0.0
1.517,-0.107256,0.018071,0.013764,-0.419492,-0.405728,-0.449158,-0.444217,0.000252,6.0,-0.101272,-0.04343,-0.449158,0.348831,5.384205,-6.260468,0.118791,5.181014,-5.976925,-0.636522,0.002561,0.0,0.0
1.545,-0.104153,0.009045,0.006951,-0.409012,-0.40206,-0.445017,-0.444577,0.000142,7.0,-0.100169,-0.042957,-0.445017,0.346943,5.396512,-6.269248,0.113967,5.191292,-5.989508,-0.632977,-0.002034,0.0,0.0
1.579,-0.104153,0.009045,0.006951,-0.40912,-0.402168,-0.445125,-0.444824,0.000106,7.0,-0.100169,-0.042957,-0.445125,0.346943,5.396512,-6.269248,0.113967,5.191292,-5.989508,-0.632977,-0.001424,0.0,0.0
1.604,-0.102228,0.009095,0.007029,-0.402495,-0.395467,-0.438423,-0.441943,6e-05,7.0,-0.100169,-0.042957,-0.438423,0.346358,5.395709,-6.26867,0.112099,5.189374,-5.990479,-0.633027,-0.000698,0.0,0.0
1.637,-0.102228,0.009095,0.007029,-0.40254,-0.395512,-0.438468,-0.44038,4.5e-05,7.0,-0.100169,-0.042957,-0.438468,0.346358,5.395709,-6.26867,0.112099,5.189374,-5.990479,-0.633027,-0.000488,0.0,0.0
1.664,-0.103484,0.016179,0.012458,-0.406732,-0.394273,-0.437703,-0.439175,0.000121,6.0,-0.101272,-0.04343,-0.437703,0.347439,5.389147,-6.263984,0.114191,5.183398,-5.984017,-0.63463,0.001398,0.0,0.0
1.694,-0.103484,0.016179,0.012458,-0.406658,-0.3942,-0.43763,-0.43848,0.000145,6.0,-0.101272,-0.04343,-0.43763,0.347439,5.389147,-6.263984,0.114191,5.183398,-5.984017,-0.63463,0.000978,0.0,0.0
1.727,-0.106445,0.011709,0.008939,-0.4172,-0.408261,-0.451217,-0.444212,8.2e-05,6.0,-0.100169,-0.042957,-0.451217,0.347927,5.417382,-6.284271,0.116136,5.214022,-6.001963,-0.635641,-0.001271,0.0,0.0
1.756,-0.106445,0.011709,0.008939,-0.417263,-0.408324,-0.45128,-0.447392,6.1e-05,6.0,-0.100169,-0.042957,-0.45128,0.347927,5.417382,-6.284271,0.116136,5.214022,-6.001963,-0.635641,-0.00089,0.0,0.0
1.786,-0.106798,0.016705,0.01274,-0.418574,-0.405834,-0.449264,-0.448234,3.4e-05,6.0,-0.101272,-0.04343,-0.449264,0.348544,5.390306,-6.26481,0.117628,5.186582,-5.982003,-0.635156,-0.000436,0.0,0.0
1.814,-0.106798,0.016705,0.01274,-0.418601,-0.405861,-0.44929,-0.44871,2.6e-05,6.0,-0.101272,-0.04343,-0.44929,0.348544,5.390306,-6.26481,0.117628,5.186582,-5.982003,-0.635156,-0.000305,0.0,0.0
1.846,-0.106798,0.016705,0.01274,-0.418636,-0.405895,-0.449325,-0.448987,1.5e-05,6.0,-0.101272,-0.04343,-0.449325,0.348544,5.390306,-6.26481,0.117628,5.186582,-5.982003,-0.635156,-0.00015,0.0,0.0
1.874,-0.106798,0.016705,0.01274,-0.418647,-0.405907,-0.449336,-0.449144,1.1e-05,6.0,-0.101272,-0.04343,-0.449336,0.348544,5.390306,-6.26481,0.117628,5.186582,-5.982003,-0.635156,-0.000105,0.0,0.0
1.904,-0.101143,0.010316,0.007997,-0.398825,-0.390827,-0.433784,-0.442232,6e-06,7.0,-0.100169,-0.042957,-0.433784,0.346148,5.411414,-6.279976,0.110652,5.204685,-6.00234,-0.634248,-5.1e-05,0.0,0.0
1.936,-0.101143,0.010316,0.007997,-0.398829,-0.390832,-0.433789,-0.438433,5e-06,7.0,-0.100169,-0.042957,-0.433789,0.346148,5.411414,-6.279976,0.110652,5.204685,-6.00234,-0.634248,-3.6e-05,0.0,0.0
1.964,-0.101143,0.010316,0.007997,-0.398835,-0.390838,-0.433795,-0.436346,3e-06,7.0,-0.100169,-0.042957,-0.433795,0.346148,5.411414,-6.279976,0.110652,5.204685,-6.00234,-0.634248,-1.8e-05,0.0,0.0
1.996,-0.105893,0.01406,0.010751,-0.415524,-0.404773,-0.448202,-0.441681,2e-06,6.0,-0.101272,-0.04343,-0.448202,0.347988,5.38884,-6.263766,0.115913,5.184074,-5.9824,-0.632511,-1.2e-05,0.0,0.0
2.024,-0.105893,0.01406,0.010751,-0.415526,-0.404775,-0.448205,-0.444617,1e-06,6.0,-0.101272,-0.04343,-0.448205,0.347988,5.38884,-6.263766,0.115913,5.184074,-5.9824,-0.632511,-6e-06,0.0,0.0
2.057,-0.106843,0.014042,0.010708,-0.418837,-0.408129,-0.451558,-0.44774,1e-06,6.0,-0.101272,-0.04343,-0.451558,0.34829,5.386782,-6.262301,0.116943,5.182563,-5.980166,-0.632493,-4e-06,0.0,0.0
2.085,-0.106843,0.014042,0.010708,-0.418838,-0.40813,-0.451559,-0.449459,0.0,6.0,-0.101272,-0.04343,-0.451559,0.34829,5.386782,-6.262301,0.116943,5.182563,-5.980166,-0.632493,-2e-06,0.0,0.0
2.116,-0.104631,0.013343,0.01024,-0.411119,-0.400879,-0.444309,-0.447141,0.0,6.0,-0.101272,-0.04343,-0.444309,0.347519,5.388047,-6.263202,0.114449,5.182409,-5.983054,-0.631794,-1e-06,0.0,0.0
2.144,-0.104631,0.013343,0.01024,-0.41112,-0.400879,-0.444309,-0.445867,0.0,6.0,-0.101272,-0.04343,-0.444309,0.347519,5.388047,-6.263202,0.114449,5.182409,-5.983054,-0.631794,-1e-06,0.0,0.0
2.176,-0.106494,0.015163,0.011575,-0.417623,-0.406049,-0.449478,-0.447492,0.0,6.0,-0.101272,-0.04343,-0.449478,0.348291,5.387369,-6.262719,0.116939,5.183166,-5.98057,-0.633614,-0.0,0.0,0.0
2.204,-0.106494,0.015163,0.011575,-0.417623,-0.406049,-0.449479,-0.448386,0.0,6.0,-0.101272,-0.04343,-0.449479,0.348291,5.387369,-6.262719,0.116939,5.183166,-5.98057,-0.633614,-0.0,0.0,0.0
2.241,-0.112135,0.015602,0.011714,-0.437089,-0.425375,-0.468805,-0.457574,0.0,6.0,-0.101272,-0.04343,-0.468805,0.350184,5.381032,-6.25821,0.122986,5.180186,-5.971348,-0.634054,-0.0,0.0,0.0
2.27,-0.109214,0.013756,0.010418,-0.427053,-0.416635,-0.460065,-0.458695,0.0,6.0,-0.101272,-0.04343,-0.460065,0.349026,5.375851,-6.254524,0.119675,5.172952,-5.970533,-0.632207,-0.0,0.0,0.0
2.296,-0.109214,0.013756,0.010418,-0.427053,-0.416635,-0.460065,-0.459311,0.0,6.0,-0.101272,-0.04343,-0.460065,0.349026,5.375851,-6.254524,0.119675,5.172952,-5.970533,-0.632207,-0.0,0.0,0.0
2.324,-0.109214,0.013756,0.010418,-0.427053,-0.416635,-0.460065,-0.45965,0.0,6.0,-0.101272,-0.04343,-0.460065,0.349026,5.375851,-6.254524,0.119675,5.172952,-5.970533,-0.632207,-0.0,0.0,0.0
2.357,-0.111105,0.016981,0.012789,-0.433561,-0.420773,-0.464202,-0.461699,0.0,6.0,-0.101272,-0.04343,-0.464202,0.349985,5.385869,-6.261652,0.122209,5.184695,-5.975262,-0.635433,-0.0,0.0,0.0
2.384,-0.111105,0.016981,0.012789,-0.433561,-0.420773,-0.464202,-0.462825,0.0,6.0,-0.101272,-0.04343,-0.464202,0.349985,5.385869,-6.261652,0.122209,5.184695,-5.975262,-0.635433,-0.0,0.0,0.0
2.417,-0.102935,0.006245,0.004816,-0.405166,-0.400349,-0.443306,-0.454042,0.0,7.0,-0.100169,-0.042957,-0.443306,0.346294,5.398742,-6.270853,0.111718,5.192265,-5.992847,-0.630177,-0.0,0.0,0.0
2.447,-0.102935,0.006245,0.004816,-0.405166,-0.400349,-0.443306,-0.449211,0.0,7.0,-0.100169,-0.042957,-0.443306,0.346294,5.398742,-6.270853,0.111718,5.192265,-5.992847,-0.630177,-0.0,0.0,0.0
2.477,-0.106854,0.01132,0.008632,-0.418876,-0.410244,-0.4532,-0.451006,0.0,7.0,-0.100169,-0.042957,-0.4532,0.348017,5.409312,-6.278462,0.116792,5.206116,-5.995925,-0.635252,-0.0,0.0,0.0
2.504,-0.106854,0.01132,0.008632,-0.418876,-0.410244,-0.4532,-0.451993,0.0,7.0,-0.100169,-0.042957,-0.4532,0.348017,5.409312,-6.278462,0.116792,5.206116,-5.995925,-0.635252,-0.0,0.0,0.0
2.537,-0.114088,0.016362,0.012214,-0.443748,-0.431534,-0.474964,-0.46233,0.0,6.0,-0.101272,-0.04343,-0.474964,0.350925,5.379575,-6.257173,0.125249,5.18001,-5.968518,-0.634813,-0.0,0.0,0.0
2.564,-0.114088,0.016362,0.012214,-0.443748,-0.431534,-0.474964,-0.468015,0.0,6.0,-0.101272,-0.04343,-0.474964,0.350925,5.379575,-6.257173,0.125249,5.18001,-5.968518,-0.634813,-0.0,0.0,0.0
2.6,-0.104563,0.006242,0.004792,-0.41088,-0.406088,-0.449045,-0.459479,0.0,7.0,-0.100169,-0.042957,-0.449045,0.346791,5.409992,-6.278951,0.112795,5.204465,-5.999625,-0.630174,-0.0,0.0,0.0
2.625,-0.104563,0.006242,0.004792,-0.41088,-0.406088,-0.449045,-0.454783,0.0,7.0,-0.100169,-0.042957,-0.449045,0.346791,5.409992,-6.278951,0.112795,5.204465,-5.999625,-0.630174,-0.0,0.0,0.0
2.655,-0.104563,0.006242,0.004792,-0.41088,-0.406088,-0.449045,-0.452201,0.0,7.0,-0.100169,-0.042957,-0.449045,0.346791,5.409992,-6.278951,0.112795,5.204465,-5.999625,-0.630174,-0.0,0.0,0.0
2.686,-0.101813,0.005501,0.004256,-0.401211,-0.396955,-0.439912,-0.446671,0.0,6.0,-0.100169,-0.042957,-0.439912,0.345884,5.422417,-6.287896,0.109251,5.21514,-6.010999,-0.629433,-0.0,0.0,0.0
2.718,-0.101813,0.005501,0.004256,-0.401211,-0.396955,-0.439912,-0.443629,0.0,6.0,-0.100169,-0.042957,-0.439912,0.345884,5.422417,-6.287896,0.109251,5.21514,-6.010999,-0.629433,-0.0,0.0,0.0
2.745,-0.105644,0.009685,0.007411,-0.414659,-0.407248,-0.450205,-0.446588,0.0,7.0,-0.100169,-0.042957,-0.450205,0.347471,5.398625,-6.270769,0.115564,5.194401,-5.989649,-0.633617,-0.0,0.0,0.0
2.775,-0.109632,0.014174,0.010721,-0.428494,-0.417773,-0.461203,-0.453165,0.0,6.0,-0.101272,-0.04343,-0.461203,0.349206,5.38858,-6.263581,0.119698,5.186004,-5.979138,-0.632625,-0.0,0.0,0.0
2.805,-0.109632,0.014174,0.010721,-0.428494,-0.417773,-0.461203,-0.456782,0.0,6.0,-0.101272,-0.04343,-0.461203,0.349206,5.38858,-6.263581,0.119698,5.186004,-5.979138,-0.632625,-0.0,0.0,0.0
2.841,-0.109632,0.014174,0.010721,-0.428323,-0.417602,-0.461031,-0.458694,5.5e-05,6.0,-0.101272,-0.04343,-0.461031,0.349206,5.38858,-6.263581,0.119698,5.186004,-5.979138,-0.632625,0.003085,0.0,0.0
2.865,-0.11128,0.017301,0.013023,-0.433761,-0.420739,-0.464168,-0.461158,0.000126,6.0,-0.101272,-0.04343,-0.464168,0.350077,5.379863,-6.257378,0.122741,5.178854,-5.970761,-0.635752,0.001512,0.0,0.0
2.895,-0.11128,0.017301,0.013023,-0.433861,-0.420839,-0.464268,-0.462558,9.5e-05,6.0,-0.101272,-0.04343,-0.464268,0.350077,5.379863,-6.257378,0.122741,5.178854,-5.970761,-0.635752,-0.001861,0.0,0.0
2.925,-0.102607,0.007912,0.006108,-0.403851,-0.397744,-0.4407,-0.452722,5.3e-05,6.0,-0.100169,-0.042957,-0.4407,0.346358,5.418287,-6.284923,0.111011,5.211943,-6.006739,-0.631844,-0.000912,0.0,0.0
2.955,-0.102607,0.007912,0.006108,-0.403891,-0.397784,-0.44074,-0.44733,4e-05,6.0,-0.100169,-0.042957,-0.44074,0.346358,5.418287,-6.284923,0.111011,5.211943,-6.006739,-0.631844,-0.000638,0.0,0.0
2.985,-0.106601,0.008208,0.006264,-0.417926,-0.411662,-0.454619,-0.45061,2.2e-05,7.0,-0.100169,-0.042957,-0.454619,0.347622,5.403585,-6.274339,0.115792,5.199632,-5.992835,-0.63214,-0.000313,0.0,0.0
3.015,-0.106601,0.008208,0.006264,-0.417944,-0.41168,-0.454636,-0.452422,1.7e-05,7.0,-0.100169,-0.042957,-0.454636,0.347622,5.403585,-6.274339,0.115792,5.199632,-5.992835,-0.63214,-0.000219,0.0,0.0
3.044,-0.103861,0.006893,0.005302,-0.408391,-0.403088,-0.446045,-0.449552,9e-06,7.0,-0.100169,-0.042957,-0.446045,0.34664,5.410052,-6.278995,0.112306,5.204243,-6.000065,-0.630825,-0.000107,0.0,0.0
3.075,-0.103861,0.006893,0.005302,-0.408398,-0.403096,-0.446052,-0.447977,7e-06,7.0,-0.100169,-0.042957,-0.446052,0.34664,5.410052,-6.278995,0.112306,5.204243,-6.000065,-0.630825,-7.5e-05,0.0,0.0
3.105,-0.103855,0.007502,0.005771,-0.408097,-0.402326,-0.445283,-0.446765,9.9e-05,6.0,-0.100169,-0.042957,-0.445283,0.346699,5.415893,-6.2832,0.112222,5.210199,-6.004112,-0.631434,0.001761,0.0,0.0
3.137,-0.103855,0.007502,0.005771,-0.408172,-0.402401,-0.445358,-0.446132,7.5e-05,6.0,-0.100169,-0.042957,-0.445358,0.346699,5.415893,-6.2832,0.112222,5.210199,-6.004112,-0.631434,-0.001489,0.0,0.0
3.164,-0.105188,0.008989,0.006888,-0.412938,-0.40605,-0.449007,-0.447426,4.2e-05,7.0,-0.100169,-0.042957,-0.449007,0.347259,5.408602,-6.277951,0.114393,5.203976,-5.997386,-0.632921,-0.000729,0.0,0.0
3.195,-0.108125,0.013341,0.010136,-0.423189,-0.413054,-0.456484,-0.451502,3.1e-05,6.0,-0.101272,-0.04343,-0.456484,0.34863,5.383055,-6.25965,0.118149,5.179443,-5.976656,-0.631792,-0.000511,0.0,0.0
3.225,-0.108125,0.013341,0.010136,-0.423232,-0.413097,-0.456527,-0.453763,1.8e-05,6.0,-0.101272,-0.04343,-0.456527,0.34863,5.383055,-6.25965,0.118149,5.179443,-5.976656,-0.631792,-0.00025,0.0,0.0
3.257,-0.108125,0.013341,0.010136,-0.423246,-0.413111,-0.45654,-0.455013,1.3e-05,6.0,-0.101272,-0.04343,-0.45654,0.34863,5.383055,-6.25965,0.118149,5.179443,-5.976656,-0.631792,-0.000175,0.0,0.0
3.286,-0.106707,0.011281,0.008606,-0.418342,-0.409736,-0.452693,-0.453969,7e-06,6.0,-0.100169,-0.042957,-0.452693,0.347967,5.418902,-6.285366,0.116194,5.215612,-6.002958,-0.635213,-8.6e-05,0.0,0.0
3.315,-0.106707,0.011281,0.008606,-0.418348,-0.409742,-0.452699,-0.453397,6e-06,6.0,-0.100169,-0.042957,-0.452699,0.347967,5.418902,-6.285366,0.116194,5.215612,-6.002958,-0.635213,-6e-05,0.0,0.0
3.344,-0.106707,0.011281,0.008606,-0.418356,-0.40975,-0.452706,-0.453086,3e-06,6.0,-0.100169,-0.042957,-0.452706,0.347967,5.418902,-6.285366,0.116194,5.215612,-6.002958,-0.635213,-2.9e-05,0.0,0.0
3.375,-0.108358,0.014916,0.011325,-0.424085,-0.41276,-0.45619,-0.454483,2e-06,6.0,-0.101272,-0.04343,-0.45619,0.348867,5.381416,-6.258483,0.118969,5.178246,-5.974881,-0.633367,-2.1e-05,0.0,0.0
3.406,-0.108358,0.014916,0.011325,-0.424088,-0.412764,-0.456193,-0.455253,1e-06,6.0,-0.101272,-0.04343,-0.456193,0.348867,5.381416,-6.258483,0.118969,5.178246,-5.974881,-0.633367,-1e-05,0.0,0.0
