t_sec,cte_m,hdg_err_rad,hdg_term_rad,cte_term_rad,fb_sum_rad,steer_raw_rad,steer_cmd_rad,speed_mps,path_idx,kappa_1pm,ff_rad,before_sat_rad,lat_active_m,path_x,path_y,csv_lat_m,veh_x,veh_y,veh_yaw_rad,accel_x_mps2,accel_u,accel_add_rad
64.724,-0.275625,0.001841,0.000713,-0.854379,-0.853666,-0.872665,-0.872665,0.0,6.0,-0.084591,-0.03628,-0.889946,0.430353,5.868916,-6.630552,0.280791,5.786331,-6.208197,-0.682601,-0.0,0.0,0.0
64.755,-0.277047,0.004295,0.001651,-0.856928,-0.855277,-0.872665,-0.872665,0.0,7.0,-0.084591,-0.03628,-0.891557,0.431788,5.84767,-6.613345,0.283849,5.766493,-6.189257,-0.685056,-0.0,0.0,0.0
64.784,-0.277047,0.004295,0.001651,-0.856928,-0.855277,-0.872665,-0.872665,0.0,7.0,-0.084591,-0.03628,-0.891557,0.431788,5.84767,-6.613345,0.283849,5.766493,-6.189257,-0.685056,-0.0,0.0,0.0
64.816,-0.274784,0.001127,0.000439,-0.852865,-0.852427,-0.872665,-0.872665,0.0,6.0,-0.084591,-0.03628,-0.888707,0.429663,5.868705,-6.630382,0.279723,5.785443,-6.208863,-0.681887,-0.0,0.0,0.0
64.85,-0.274784,0.001127,0.000439,-0.852865,-0.852427,-0.872665,-0.872665,0.0,6.0,-0.084591,-0.03628,-0.888707,0.429663,5.868705,-6.630382,0.279723,5.785443,-6.208863,-0.681887,-0.0,0.0,0.0
64.877,-0.278347,0.002331,0.000889,-0.859242,-0.858353,-0.872665,-0.872665,0.0,6.0,-0.084591,-0.03628,-0.894634,0.431765,5.870045,-6.631467,0.283612,5.789728,-6.207238,-0.683091,-0.0,0.0,0.0
64.905,-0.278347,0.002331,0.000889,-0.859242,-0.858353,-0.872665,-0.872665,0.0,6.0,-0.084591,-0.03628,-0.894634,0.431765,5.870045,-6.631467,0.283612,5.789728,-6.207238,-0.683091,-0.0,0.0,0.0
64.934,-0.271906,-0.004762,-0.001885,-0.847646,-0.84953,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.885084,0.426589,5.872208,-6.633236,0.276302,5.78793,-6.215055,-0.680821,-0.0,0.0,0.0
64.968,-0.271906,-0.004762,-0.001885,-0.847646,-0.84953,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.885084,0.426589,5.872208,-6.633236,0.276302,5.78793,-6.215055,-0.680821,-0.0,0.0,0.0
65.001,-0.273145,0.000365,0.000144,-0.849901,-0.849757,-0.872665,-0.872665,0.0,6.0,-0.084591,-0.03628,-0.886038,0.428456,5.857841,-6.621583,0.278257,5.773389,-6.201533,-0.681126,-0.0,0.0,0.0
65.025,-0.273145,0.000365,0.000144,-0.849901,-0.849757,-0.872665,-0.872665,0.0,6.0,-0.084591,-0.03628,-0.886038,0.428456,5.857841,-6.621583,0.278257,5.773389,-6.201533,-0.681126,-0.0,0.0,0.0
65.055,-0.275622,-0.004149,-0.001608,-0.854374,-0.855982,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.891536,0.429084,5.871604,-6.632742,0.280246,5.789806,-6.211528,-0.681434,-0.0,0.0,0.0
65.085,-0.274901,-0.001338,-0.000521,-0.853076,-0.853597,-0.872665,-0.872665,0.0,6.0,-0.084591,-0.03628,-0.889877,0.429218,5.859877,-6.623232,0.279371,5.776177,-6.202255,-0.679423,-0.0,0.0,0.0
65.122,-0.274901,-0.001338,-0.000521,-0.852851,-0.853372,-0.872665,-0.872665,5.5e-05,6.0,-0.084591,-0.03628,-0.889652,0.429218,5.859877,-6.623232,0.279371,5.776177,-6.202255,-0.679423,0.00947,0.0,0.0
65.149,-0.276919,0.000316,0.000122,-0.856178,-0.856056,-0.872665,-0.872665,0.000126,6.0,-0.084591,-0.03628,-0.892336,0.430862,5.865873,-6.628088,0.2817,5.783785,-6.205118,-0.681077,0.00464,0.0,0.0
65.177,-0.276919,0.000316,0.000122,-0.856083,-0.855961,-0.872665,-0.872665,0.000149,6.0,-0.084591,-0.03628,-0.892241,0.430862,5.865873,-6.628088,0.2817,5.783785,-6.205118,-0.681077,0.003248,0.0,0.0
65.208,-0.268854,-0.004467,-0.001798,-0.841299,-0.843097,-0.872665,-0.872665,0.000179,7.0,-0.082897,-0.035554,-0.878651,0.424723,5.874725,-6.635295,0.273235,5.788576,-6.219401,-0.681116,0.001592,0.0,0.0
65.234,-0.271346,-0.001958,-0.000777,-0.846067,-0.846844,-0.872665,-0.872665,0.000135,6.0,-0.084591,-0.03628,-0.883124,0.426823,5.865064,-6.627433,0.275411,5.778997,-6.209377,-0.678802,-0.002076,0.0,0.0
65.264,-0.271346,-0.001958,-0.000777,-0.84631,-0.847087,-0.872665,-0.872665,7.6e-05,6.0,-0.084591,-0.03628,-0.883368,0.426823,5.865064,-6.627433,0.275411,5.778997,-6.209377,-0.678802,-0.001017,0.0,0.0
65.295,-0.282041,0.003545,0.001323,-0.865524,-0.864201,-0.872665,-0.872665,5.7e-05,6.0,-0.084591,-0.03628,-0.900481,0.434798,5.870045,-6.631467,0.28772,5.791923,-6.203745,-0.684306,-0.000712,0.0,0.0
65.325,-0.276941,0.003127,0.001202,-0.856606,-0.855404,-0.872665,-0.872665,3.2e-05,6.0,-0.084591,-0.03628,-0.891684,0.430827,5.870045,-6.631467,0.282461,5.789212,-6.208291,-0.683887,-0.000349,0.0,0.0
65.355,-0.276941,0.003127,0.001202,-0.856639,-0.855436,-0.872665,-0.872665,2.4e-05,6.0,-0.084591,-0.03628,-0.891717,0.430827,5.870045,-6.631467,0.282461,5.789212,-6.208291,-0.683887,-0.000244,0.0,0.0
65.384,-0.280838,0.000301,0.000113,-0.863591,-0.863478,-0.872665,-0.872665,1.3e-05,6.0,-0.084591,-0.03628,-0.899758,0.433389,5.855424,-6.619625,0.286018,5.7758,-6.193614,-0.681061,-0.00012,0.0,0.0
65.414,-0.280838,0.000301,0.000113,-0.86338,-0.863267,-0.872665,-0.872665,6.5e-05,6.0,-0.084591,-0.03628,-0.899547,0.433389,5.855424,-6.619625,0.286018,5.7758,-6.193614,-0.681061,0.003209,0.0,0.0
65.445,-0.277069,-0.000323,-0.000124,-0.856422,-0.856547,-0.872665,-0.872665,0.000132,6.0,-0.084591,-0.03628,-0.892827,0.430822,5.859558,-6.622973,0.281884,5.777432,-6.200051,-0.680437,0.001572,0.0,0.0
65.474,-0.277069,-0.000323,-0.000124,-0.856334,-0.856458,-0.872665,-0.872665,0.000153,6.0,-0.084591,-0.03628,-0.892738,0.430822,5.859558,-6.622973,0.281884,5.777432,-6.200051,-0.680437,0.001101,0.0,0.0
65.505,-0.277002,-0.001099,-0.000423,-0.856098,-0.85652,-0.872665,-0.872665,0.000182,6.0,-0.084591,-0.03628,-0.892801,0.430615,5.853368,-6.61796,0.281803,5.77104,-6.195289,-0.679661,0.000539,0.0,0.0
65.534,-0.277002,-0.001099,-0.000423,-0.85606,-0.856483,-0.872665,-0.872665,0.000191,6.0,-0.084591,-0.03628,-0.892763,0.430615,5.853368,-6.61796,0.281803,5.77104,-6.195289,-0.679661,0.000378,0.0,0.0
65.564,-0.279177,-0.000376,-0.000143,-0.860273,-0.860415,-0.872665,-0.872665,0.000107,6.0,-0.084591,-0.03628,-0.896696,0.432169,5.854007,-6.618477,0.28419,5.773197,-6.19393,-0.680384,-0.001695,0.0,0.0
65.595,-0.279177,-0.000376,-0.000143,-0.860383,-0.860526,-0.872665,-0.872665,8.1e-05,6.0,-0.084591,-0.03628,-0.896806,0.432169,5.854007,-6.618477,0.28419,5.773197,-6.19393,-0.680384,-0.001186,0.0,0.0
65.63,-0.276194,-0.000533,-0.000206,-0.855214,-0.855419,-0.872665,-0.872665,4.5e-05,6.0,-0.084591,-0.03628,-0.8917,0.430216,5.858829,-6.622383,0.280969,5.776109,-6.200194,-0.680228,-0.000581,0.0,0.0
65.655,-0.278791,0.000374,0.000142,-0.859892,-0.85975,-0.872665,-0.872665,3.4e-05,6.0,-0.084591,-0.03628,-0.89603,0.43208,5.864903,-6.627302,0.283628,5.784006,-6.202863,-0.681134,-0.000407,0.0,0.0
65.684,-0.278791,0.000374,0.000142,-0.859953,-0.859811,-0.872665,-0.872665,1.9e-05,6.0,-0.084591,-0.03628,-0.896091,0.43208,5.864903,-6.627302,0.283628,5.784006,-6.202863,-0.681134,-0.000199,0.0,0.0
65.716,-0.278219,0.001464,0.000559,-0.858957,-0.858398,-0.872665,-0.872665,1.4e-05,6.0,-0.084591,-0.03628,-0.894679,0.431943,5.862278,-6.625176,0.283518,5.781248,-6.200901,-0.682225,-0.00014,0.0,0.0
65.744,-0.278219,0.001464,0.000559,-0.858983,-0.858424,-0.872665,-0.872665,8e-06,6.0,-0.084591,-0.03628,-0.894704,0.431943,5.862278,-6.625176,0.283518,5.781248,-6.200901,-0.682225,-6.8e-05,0.0,0.0
65.775,-0.279994,0.002642,0.000998,-0.862135,-0.861137,-0.872665,-0.872665,6e-06,6.0,-0.084591,-0.03628,-0.897417,0.433342,5.858614,-6.622209,0.285823,5.778947,-6.196254,-0.683402,-4.8e-05,0.0,0.0
65.805,-0.275068,-0.00045,-0.000175,-0.853363,-0.853538,-0.872665,-0.872665,3e-06,6.0,-0.084591,-0.03628,-0.889819,0.429085,5.870045,-6.631467,0.279418,5.787066,-6.210482,-0.68031,-2.3e-05,0.0,0.0
65.835,-0.275068,-0.00045,-0.000175,-0.853367,-0.853542,-0.872665,-0.872665,3e-06,6.0,-0.084591,-0.03628,-0.889822,0.429085,5.870045,-6.631467,0.279418,5.787066,-6.210482,-0.68031,-1.6e-05,0.0,0.0
65.866,-0.278977,0.000598,0.000227,-0.860354,-0.860127,-0.872665,-0.872665,1e-06,6.0,-0.084591,-0.03628,-0.896407,0.432248,5.860456,-6.6237,0.28406,5.779722,-6.199059,-0.681359,-8e-06,0.0,0.0
65.902,-0.278977,0.000598,0.000227,-0.860131,-0.859904,-0.872665,-0.872665,5.6e-05,6.0,-0.084591,-0.03628,-0.896184,0.432248,5.860456,-6.6237,0.28406,5.779722,-6.199059,-0.681359,0.003249,0.0,0.0
65.924,-0.277378,-0.004754,-0.001824,-0.856996,-0.85882,-0.872665,-0.872665,0.000127,7.0,-0.082897,-0.035554,-0.894374,0.430079,5.872556,-6.63352,0.281758,5.791743,-6.211102,-0.680829,0.001592,0.0,0.0
65.959,-0.277378,-0.004754,-0.001824,-0.856902,-0.858726,-0.872665,-0.872665,0.00015,7.0,-0.082897,-0.035554,-0.89428,0.430079,5.872556,-6.63352,0.281758,5.791743,-6.211102,-0.680829,0.001115,0.0,0.0
65.985,-0.27819,0.002235,0.000853,-0.858617,-0.857764,-0.872665,-0.872665,8.4e-05,6.0,-0.084591,-0.03628,-0.894044,0.432088,5.863315,-6.626016,0.283703,5.782427,-6.201567,-0.682996,-0.001079,0.0,0.0
66.015,-0.274182,0.00089,0.000348,-0.851519,-0.851172,-0.872665,-0.872665,6.3e-05,6.0,-0.084591,-0.03628,-0.887452,0.429228,5.867043,-6.629036,0.279109,5.783353,-6.208045,-0.68165,-0.000755,0.0,0.0
66.045,-0.274182,0.00089,0.000348,-0.851633,-0.851286,-0.872665,-0.872665,3.5e-05,6.0,-0.084591,-0.03628,-0.887566,0.429228,5.867043,-6.629036,0.279109,5.783353,-6.208045,-0.68165,-0.00037,0.0,0.0
66.077,-0.274389,0.000959,0.000374,-0.852043,-0.851669,-0.872665,-0.872665,2.7e-05,6.0,-0.084591,-0.03628,-0.887949,0.429375,5.867594,-6.629482,0.279316,5.784048,-6.208313,-0.681719,-0.000259,0.0,0.0
66.105,-0.274389,0.000959,0.000374,-0.852091,-0.851717,-0.872665,-0.872665,1.5e-05,6.0,-0.084591,-0.03628,-0.887997,0.429375,5.867594,-6.629482,0.279316,5.784048,-6.208313,-0.681719,-0.000127,0.0,0.0
66.136,-0.280688,0.002674,0.001006,-0.863335,-0.862329,-0.872665,-0.872665,1.1e-05,6.0,-0.084591,-0.03628,-0.89861,0.433798,5.868572,-6.630274,0.28614,5.789347,-6.203771,-0.683434,-8.9e-05,0.0,0.0
66.165,-0.274106,-0.003542,-0.001384,-0.851615,-0.852999,-0.872665,-0.872665,6e-06,7.0,-0.082897,-0.035554,-0.888553,0.428244,5.873183,-6.634034,0.278859,5.790551,-6.213837,-0.682041,-4.4e-05,0.0,0.0
66.194,-0.274106,-0.003542,-0.001384,-0.851621,-0.853005,-0.872665,-0.872665,5e-06,7.0,-0.082897,-0.035554,-0.888559,0.428244,5.873183,-6.634034,0.278859,5.790551,-6.213837,-0.682041,-3e-05,0.0,0.0
66.224,-0.274338,-0.002885,-0.001126,-0.85205,-0.853176,-0.872665,-0.872665,3e-06,7.0,-0.082897,-0.035554,-0.88873,0.428531,5.885488,-6.644098,0.278751,5.80314,-6.223554,-0.682699,-1.5e-05,0.0,0.0
66.256,-0.274338,-0.002885,-0.001126,-0.852053,-0.853179,-0.872665,-0.872665,2e-06,7.0,-0.082897,-0.035554,-0.888733,0.428531,5.885488,-6.644098,0.278751,5.80314,-6.223554,-0.682699,-1e-05,0.0,0.0
66.285,-0.27705,-0.002641,-0.001015,-0.856928,-0.857943,-0.872665,-0.872665,1e-06,6.0,-0.082897,-0.035554,-0.893497,0.430318,5.88914,-6.647085,0.281395,5.80856,-6.224379,-0.682942,-5e-06,0.0,0.0
66.316,-0.280055,-0.000582,-0.00022,-0.862264,-0.862484,-0.872665,-0.872665,1e-06,7.0,-0.082897,-0.035554,-0.898038,0.432693,5.88565,-6.644231,0.285217,5.807401,-6.218672,-0.685001,-4e-06,0.0,0.0
66.345,-0.280055,-0.000582,-0.00022,-0.862265,-0.862485,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.898039,0.432693,5.88565,-6.644231,0.285217,5.807401,-6.218672,-0.685001,-2e-06,0.0,0.0
66.376,-0.279199,-0.000854,-0.000324,-0.860753,-0.861077,-0.872665,-0.872665,0.0,6.0,-0.082897,-0.035554,-0.896631,0.432082,5.888711,-6.646734,0.284149,5.809864,-6.221908,-0.684729,-1e-06,0.0,0.0
66.405,-0.279199,-0.000854,-0.000324,-0.860753,-0.861078,-0.872665,-0.872665,0.0,6.0,-0.082897,-0.035554,-0.896632,0.432082,5.888711,-6.646734,0.284149,5.809864,-6.221908,-0.684729,-1e-06,0.0,0.0
66.436,-0.281368,3.8e-05,1.4e-05,-0.864576,-0.864562,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.900116,0.433676,5.883676,-6.642616,0.286822,5.806388,-6.215883,-0.685621,-0.0,0.0,0.0
66.469,-0.281368,3.8e-05,1.4e-05,-0.864576,-0.864562,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.900116,0.433676,5.883676,-6.642616,0.286822,5.806388,-6.215883,-0.685621,-0.0,0.0,0.0
66.494,-0.280829,0.005279,0.001985,-0.863631,-0.861646,-0.872665,-0.872665,0.0,6.0,-0.084591,-0.03628,-0.897927,0.43365,5.870045,-6.631467,0.287052,5.792269,-6.204849,-0.68604,-0.0,0.0,0.0
66.525,-0.276444,-0.002612,-0.001007,-0.855848,-0.856856,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.89241,0.429936,5.873678,-6.634439,0.28148,5.79272,-6.212194,-0.682971,-0.0,0.0,0.0
66.557,-0.276444,-0.002612,-0.001007,-0.855848,-0.856856,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.89241,0.429936,5.873678,-6.634439,0.28148,5.79272,-6.212194,-0.682971,-0.0,0.0,0.0
66.585,-0.275605,-0.00197,-0.000763,-0.854344,-0.855107,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.890661,0.429534,5.878002,-6.637976,0.280658,5.796647,-6.216216,-0.683613,-0.0,0.0,0.0
66.619,-0.277868,0.002907,0.001112,-0.858392,-0.85728,-0.872665,-0.872665,0.0,6.0,-0.084591,-0.03628,-0.89356,0.432023,5.85536,-6.619574,0.283912,5.77441,-6.195202,-0.683667,-0.0,0.0,0.0
66.644,-0.277868,0.002907,0.001112,-0.858392,-0.85728,-0.872665,-0.872665,0.0,6.0,-0.084591,-0.03628,-0.89356,0.432023,5.85536,-6.619574,0.283912,5.77441,-6.195202,-0.683667,-0.0,0.0,0.0
66.674,-0.277386,-0.000512,-0.000197,-0.857531,-0.857728,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.893282,0.430986,5.876101,-6.63642,0.283004,5.796177,-6.21291,-0.685071,-0.0,0.0,0.0
66.705,-0.277386,-0.000512,-0.000197,-0.857531,-0.857728,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.893282,0.430986,5.876101,-6.63642,0.283004,5.796177,-6.21291,-0.685071,-0.0,0.0,0.0
66.734,-0.279264,-0.003058,-0.00116,-0.860869,-0.86203,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.897584,0.431653,5.883529,-6.642496,0.283706,5.804263,-6.218182,-0.682525,-0.0,0.0,0.0
66.764,-0.279264,-0.003058,-0.00116,-0.860869,-0.86203,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.897584,0.431653,5.883529,-6.642496,0.283706,5.804263,-6.218182,-0.682525,-0.0,0.0,0.0
66.794,-0.282477,-0.002283,-0.00085,-0.866519,-0.867369,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.902923,0.433898,5.878257,-6.638184,0.287411,5.801187,-6.211185,-0.6833,-0.0,0.0,0.0
66.824,-0.282593,-0.001737,-0.000646,-0.866722,-0.867369,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.902923,0.434091,5.876182,-6.636487,0.287801,5.7993,-6.209258,-0.683846,-0.0,0.0,0.0
66.856,-0.282593,-0.001737,-0.000646,-0.866722,-0.867369,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.902923,0.434091,5.876182,-6.636487,0.287801,5.7993,-6.209258,-0.683846,-0.0,0.0,0.0
66.884,-0.282593,-0.001737,-0.000646,-0.866722,-0.867369,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.902923,0.434091,5.876182,-6.636487,0.287801,5.7993,-6.209258,-0.683846,-0.0,0.0,0.0
66.921,-0.283432,0.000296,0.00011,-0.868183,-0.868074,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.903628,0.435073,5.880503,-6.640021,0.289114,5.804576,-6.211624,-0.685879,-0.0,0.0,0.0
66.944,-0.283432,0.000296,0.00011,-0.868183,-0.868074,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.903628,0.435073,5.880503,-6.640021,0.289114,5.804576,-6.211624,-0.685879,-0.0,0.0,0.0
66.977,-0.283136,0.002104,0.00078,-0.867668,-0.866888,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.902442,0.435269,5.871242,-6.632446,0.289833,5.795505,-6.203817,-0.687687,-0.0,0.0,0.0
67.006,-0.283136,0.002104,0.00078,-0.867668,-0.866888,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.902442,0.435269,5.871242,-6.632446,0.289833,5.795505,-6.203817,-0.687687,-0.0,0.0,0.0
67.036,-0.28302,-0.001019,-0.000378,-0.867466,-0.867844,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.903398,0.434523,5.883958,-6.642847,0.288112,5.807496,-6.215105,-0.684564,-0.0,0.0,0.0
67.065,-0.28302,-0.001019,-0.000378,-0.867466,-0.867844,-0.872665,-0.872665,0.0,7.0,-0.082897,-0.035554,-0.903398,0.434523,5.883958,-6.642847,0.288112,5.807496,-6.215105,-0.684564,-0.0,0.0,0.0
67.096,-0.280629,0.0032,0.001204,-0.863279,-0.862074,-0.872665,-0.872665,0.0,6.0,-0.084591,-0.03628,-0.898355,0.433872,5.8688,-6.630458,0.286246,5.789648,-6.203867,-0.68396,-0.0,0.0,0.0
67.124,-0.280629,0.0032,0.001204,-0.863279,-0.862074,-0.872665,-0.872665,0.0,6.0,-0.084591,-0.03628,-0.898355,0.433872,5.8688,-6.630458,0.286246,5.789648,-6.203867,-0.68396,-0.0,0.0,0.0
67.154,-0.280148,0.000716,0.00027,-0.862206,-0.861936,-0.872665,-0.872665,5.5e-05,7.0,-0.082897,-0.035554,-0.89749,0.43303,5.882511,-6.641663,0.28588,5.804592,-6.215701,-0.686299,0.003119,0.0,0.0
67.184,-0.280148,0.000716,0.00027,-0.861912,-0.861641,-0.872665,-0.872665,0.000126,7.0,-0.082897,-0.035554,-0.897195,0.43303,5.882511,-6.641663,0.28588,5.804592,-6.215701,-0.686299,0.001528,0.0,0.0
67.215,-0.278076,-0.003653,-0.001396,-0.858371,-0.859766,-0.872665,-0.872665,9.5e-05,6.0,-0.082897,-0.035554,-0.89532,0.430762,5.887602,-6.645828,0.282145,5.807461,-6.222587,-0.68193,-0.001799,0.0,0.0
67.244,-0.278076,-0.003653,-0.001396,-0.858541,-0.859937,-0.872665,-0.872665,5.3e-05,6.0,-0.082897,-0.035554,-0.895491,0.430762,5.887602,-6.645828,0.282145,5.807461,-6.222587,-0.68193,-0.000881,0.0,0.0
67.276,-0.278372,-0.004761,-0.001816,-0.859123,-0.860939,-0.872665,-0.872665,4e-05,7.0,-0.082897,-0.035554,-0.896493,0.430716,5.881226,-6.640613,0.282356,5.801042,-6.217426,-0.680822,-0.000617,0.0,0.0
67.307,-0.278372,-0.004761,-0.001816,-0.859195,-0.861011,-0.872665,-0.872665,2.2e-05,7.0,-0.082897,-0.035554,-0.896565,0.430716,5.881226,-6.640613,0.282356,5.801042,-6.217426,-0.680822,-0.000302,0.0,0.0
67.336,-0.290226,0.001483,0.000527,-0.879774,-0.879247,-0.872665,-0.872665,1.7e-05,7.0,-0.082897,-0.035554,-0.914801,0.43979,5.875124,-6.635621,0.296539,5.803747,-6.201662,-0.687066,-0.000212,0.0,0.0
67.365,-0.290226,0.001483,0.000527,-0.879804,-0.879277,-0.872665,-0.872665,9e-06,7.0,-0.082897,-0.035554,-0.914831,0.43979,5.875124,-6.635621,0.296539,5.803747,-6.201662,-0.687066,-0.000104,0.0,0.0
67.395,-0.289986,0.002591,0.000921,-0.879407,-0.878486,-0.872665,-0.872665,7e-06,6.0,-0.084591,-0.03628,-0.914766,0.439873,5.859062,-6.622571,0.295777,5.785672,-6.188864,-0.683351,-7.3e-05,0.0,0.0
67.425,-0.289986,0.002591,0.000921,-0.879191,-0.87827,-0.872665,-0.872665,6e-05,6.0,-0.084591,-0.03628,-0.91455,0.439873,5.859062,-6.622571,0.295777,5.785672,-6.188864,-0.683351,0.002698,0.0,0.0
67.455,-0.279276,-0.003324,-0.001261,-0.860359,-0.86162,-0.872665,-0.872665,0.000129,7.0,-0.082897,-0.035554,-0.897174,0.431604,5.881665,-6.640971,0.283714,5.802351,-6.216717,-0.682259,0.001322,0.0,0.0
67.484,-0.287438,0.003452,0.001247,-0.874799,-0.873552,-0.872665,-0.872665,7.3e-05,7.0,-0.082897,-0.035554,-0.909106,0.438378,5.872415,-6.633405,0.294524,5.799685,-6.201102,-0.689035,-0.001137,0.0,0.0
67.514,-0.287438,0.003452,0.001247,-0.874873,-0.873626,-0.872665,-0.872665,5.4e-05,7.0,-0.082897,-0.035554,-0.90918,0.438378,5.872415,-6.633405,0.294524,5.799685,-6.201102,-0.689035,-0.000796,0.0,0.0
67.544,-0.282512,-0.001761,-0.000655,-0.866454,-0.86711,-0.872665,-0.872665,3.1e-05,7.0,-0.082897,-0.035554,-0.902664,0.434033,5.88239,-6.641565,0.287431,5.805452,-6.214405,-0.683822,-0.00039,0.0,0.0
67.576,-0.282512,-0.001761,-0.000655,-0.866486,-0.867141,-0.872665,-0.872665,2.3e-05,7.0,-0.082897,-0.035554,-0.902695,0.434033,5.88239,-6.641565,0.287431,5.805452,-6.214405,-0.683822,-0.000273,0.0,0.0
67.605,-0.28184,-0.002369,-0.000885,-0.865333,-0.866219,-0.872665,-0.872665,1.7e-05,7.0,-0.082897,-0.035554,-0.901773,0.433466,5.87997,-6.639585,0.286668,5.802479,-6.213102,-0.683214,-0.000191,0.0,0.0
67.634,-0.28184,-0.002369,-0.000885,-0.865364,-0.86625,-0.872665,-0.872665,1e-05,7.0,-0.082897,-0.035554,-0.901804,0.433466,5.87997,-6.639585,0.286668,5.802479,-6.213102,-0.683214,-9.4e-05,0.0,0.0
67.665,-0.274414,-0.005953,-0.002323,-0.852175,-0.854498,-0.872665,-0.872665,5e-06,7.0,-0.082897,-0.035554,-0.890052,0.427931,5.880014,-6.639621,0.278063,5.797076,-6.219804,-0.67963,-4.6e-05,0.0,0.0
67.695,-0.274414,-0.005953,-0.002323,-0.852181,-0.854504,-0.872665,-0.872665,4e-06,7.0,-0.082897,-0.035554,-0.890058,0.427931,5.880014,-6.639621,0.278063,5.797076,-6.219804,-0.67963,-3.2e-05,0.0,0.0
67.724,-0.274414,-0.005953,-0.002323,-0.852188,-0.854511,-0.872665,-0.872665,2e-06,7.0,-0.082897,-0.035554,-0.890065,0.427931,5.880014,-6.639621,0.278063,5.797076,-6.219804,-0.67963,-1.6e-05,0.0,0.0
67.755,-0.28028,-0.000779,-0.000294,-0.862433,-0.862727,-0.872665,-0.872665,5.6e-05,7.0,-0.082897,-0.035554,-0.898281,0.432797,5.886726,-6.645111,0.285331,5.808579,-6.219428,-0.684804,0.00293,0.0,0.0
67.784,-0.28028,-0.000779,-0.000294,-0.862142,-0.862435,-0.872665,-0.872665,0.000127,7.0,-0.082897,-0.035554,-0.897989,0.432797,5.886726,-6.645111,0.285331,5.808579,-6.219428,-0.684804,0.001436,0.0,0.0
67.814,-0.284661,-0.000493,-0.000181,-0.869926,-0.870107,-0.872665,-0.872665,9.5e-05,7.0,-0.082897,-0.035554,-0.905661,0.435706,5.880297,-6.639853,0.290092,5.804983,-6.210705,-0.68509,-0.001602,0.0,0.0
67.844,-0.284661,-0.000493,-0.000181,-0.870097,-0.870278,-0.872665,-0.872665,5.4e-05,7.0,-0.082897,-0.035554,-0.905832,0.435706,5.880297,-6.639853,0.290092,5.804983,-6.210705,-0.68509,-0.000785,0.0,0.0
67.874,-0.287776,-0.000908,-0.000327,-0.87551,-0.875837,-0.872665,-0.872665,4e-05,6.0,-0.082897,-0.035554,-0.911391,0.437656,5.891276,-6.648833,0.292605,5.817848,-6.217381,-0.684675,-0.000549,0.0,0.0
67.904,-0.287776,-0.000908,-0.000327,-0.875582,-0.875909,-0.872665,-0.872665,2.3e-05,6.0,-0.082897,-0.035554,-0.911463,0.437656,5.891276,-6.648833,0.292605,5.817848,-6.217381,-0.684675,-0.000269,0.0,0.0
67.934,-0.28688,0.000927,0.000336,-0.874071,-0.873735,-0.872665,-0.872665,1.7e-05,6.0,-0.082897,-0.035554,-0.909289,0.437465,5.898074,-6.654393,0.292053,5.824462,-6.223166,-0.68651,-0.000188,0.0,0.0
67.964,-0.28688,0.000927,0.000336,-0.874102,-0.873766,-0.872665,-0.872665,1e-05,6.0,-0.082897,-0.035554,-0.90932,0.437465,5.898074,-6.654393,0.292053,5.824462,-6.223166,-0.68651,-9.2e-05,0.0,0.0
67.994,-0.28308,0.001394,0.000517,-0.867541,-0.867024,-0.872665,-0.872665,7e-06,6.0,-0.082897,-0.035554,-0.902578,0.43508,5.90037,-6.656271,0.288319,5.824449,-6.227866,-0.686977,-6.5e-05,0.0,0.0
68.025,-0.279774,-0.000619,-0.000234,-0.861754,-0.861988,-0.872665,-0.872665,4e-06,6.0,-0.082897,-0.035554,-0.897542,0.432503,5.903232,-6.658612,0.28424,5.824797,-6.23328,-0.684964,-3.2e-05,0.0,0.0
